age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
60,3,188236,6,7,11,5,1,2,0,0,40,1,0
24,3,418405,9,2,7,2,1,1,0,0,40,1,0
52,4,125796,9,1,1,1,2,1,0,0,40,1,0
32,3,183304,11,2,8,2,1,1,0,0,99,1,1
34,3,329587,6,5,5,1,1,2,0,0,35,1,0
35,5,182570,12,2,12,2,1,1,0,0,40,1,1
38,3,446654,5,4,3,1,1,1,0,0,40,5,0
34,2,254304,9,2,9,2,1,1,4508,0,90,1,0
53,5,131258,15,1,4,1,1,2,0,0,50,1,1
23,3,103632,9,1,1,1,1,2,0,0,40,1,0
40,3,241895,10,2,1,2,1,1,0,0,40,1,0
40,3,244945,9,2,7,2,1,1,0,0,40,1,0
50,3,20795,9,2,9,2,1,1,0,0,60,1,1
17,3,347322,6,1,6,4,1,2,0,0,20,1,0
53,5,103995,13,3,4,1,1,2,0,1876,54,1,0
32,3,53206,13,3,7,1,1,1,0,0,50,1,1
43,3,387839,9,1,4,6,1,2,0,0,40,1,0
18,3,57108,7,1,6,4,1,1,0,0,16,1,0
62,3,177791,6,3,5,4,1,2,0,0,40,1,0
45,3,33794,14,2,5,2,1,1,0,0,40,1,0
46,3,249935,16,2,4,2,1,1,0,0,70,1,0
73,2,241121,4,2,9,2,1,1,0,0,40,1,0
64,3,98586,16,2,4,2,1,1,0,0,60,1,1
26,3,181920,13,2,4,3,1,2,0,0,45,1,1
23,3,434467,9,1,6,1,1,1,0,0,48,1,0
30,3,113364,9,1,10,6,1,1,0,0,40,36,0
51,3,249706,10,3,1,5,1,2,0,0,40,1,0
35,2,95455,13,3,2,5,1,2,0,0,55,1,0
39,3,209867,10,1,1,1,1,2,13550,0,45,1,1
35,6,79586,14,2,4,2,3,1,0,0,40,4,1
41,3,289669,9,7,10,1,1,2,0,0,40,1,0
31,3,347166,10,3,7,4,1,1,4650,0,40,1,0
40,3,53835,13,2,6,2,1,1,0,0,50,1,1
46,5,14878,15,2,4,2,3,1,0,0,40,13,1
31,3,266126,9,1,5,1,1,2,0,0,30,1,0
41,6,146659,10,3,10,1,1,2,0,0,40,8,0
42,3,125280,13,2,2,2,1,1,3137,0,40,1,0
23,3,173535,9,1,6,4,1,1,0,0,40,1,0
21,3,77665,10,1,4,4,1,1,0,0,35,1,0
49,3,280525,10,2,1,2,1,1,0,0,45,1,1
53,3,479621,11,3,11,1,2,1,0,0,40,1,0
38,5,194630,13,1,12,1,1,2,4787,0,43,1,1
36,3,247600,12,3,2,5,3,2,0,0,40,20,0
32,3,258406,10,1,7,5,1,1,0,0,72,5,0
20,3,107746,7,1,8,6,1,1,0,0,40,26,0
17,3,47407,7,1,4,4,1,1,0,0,10,1,0
22,3,229987,10,1,11,6,3,2,0,0,32,1,0
25,3,312338,11,1,7,5,4,1,0,0,40,1,0
58,3,225394,9,2,7,2,1,1,0,1902,40,1,0
24,3,373718,10,1,9,1,1,1,0,0,20,1,0
48,1,120131,9,3,7,4,1,1,8614,0,40,1,1
20,3,472789,2,1,9,1,1,1,0,0,30,24,0
60,2,27886,10,2,2,2,1,1,0,0,40,1,1
20,3,138352,9,1,5,6,1,1,0,0,30,1,0
52,3,123011,10,2,2,2,1,1,0,0,45,1,1
36,3,306567,9,2,8,3,1,2,0,0,40,1,1
46,5,187749,13,2,4,2,3,1,0,0,40,13,1
22,3,260594,7,1,6,5,1,2,0,0,25,1,0
19,3,236879,10,1,2,4,1,2,0,0,35,1,0
37,3,186808,9,1,6,5,1,1,0,0,40,1,0
30,3,373213,11,3,6,1,1,2,0,0,40,1,1
44,3,187629,12,1,7,1,1,1,0,0,25,1,0
63,3,106648,9,2,4,2,1,1,0,0,25,1,0
22,3,305781,9,1,6,1,1,1,0,0,45,10,0
31,6,256362,13,2,6,2,1,1,3908,0,50,1,0
17,3,239947,7,1,1,4,1,1,0,0,40,1,0
21,3,349041,9,1,3,1,1,1,0,0,40,1,0
67,3,105252,14,2,2,2,1,1,0,0,40,1,1
46,3,182715,4,3,2,1,1,1,0,0,40,1,0
29,3,166210,9,3,3,4,1,1,0,0,50,1,0
20,3,113200,10,1,3,4,1,2,0,0,6,1,0
27,3,142075,10,1,5,4,1,1,0,0,24,1,0
35,3,454843,10,2,7,2,1,1,0,0,40,1,1
19,3,142219,10,1,1,4,1,2,0,0,30,1,0
36,3,112512,8,5,5,5,1,2,0,0,40,5,0
43,3,212894,13,2,2,2,1,1,15024,0,50,1,1
62,1,265201,13,3,4,1,1,1,0,0,40,1,0
28,3,251905,15,1,4,1,1,1,0,2339,40,10,0
18,3,170627,7,1,5,4,1,2,0,0,15,1,0
59,3,354037,15,2,8,2,2,1,15024,0,50,1,1
37,3,259089,13,3,2,1,1,1,0,0,40,1,0
27,3,21856,10,1,7,1,2,1,0,0,40,1,0
46,5,207946,14,3,4,5,1,2,0,0,43,1,0
29,3,77009,7,5,6,1,1,2,0,2754,42,1,0
33,3,36539,13,2,2,3,1,2,0,0,40,1,1
62,3,176811,9,2,7,2,1,1,0,0,40,1,0
46,3,456062,16,2,4,2,1,1,0,2415,55,1,1
28,3,277746,6,2,10,2,1,1,0,0,40,1,0
22,3,288132,10,1,6,4,1,2,0,0,35,1,0
46,4,344415,14,2,13,2,1,1,0,1887,40,1,1
54,6,206964,10,2,6,2,1,1,0,1977,40,1,1
34,3,198091,9,2,7,2,1,1,0,0,72,1,0
67,3,150264,16,2,4,2,1,1,0,0,20,10,1
62,3,588484,13,2,6,2,1,1,0,0,20,1,1
30,3,113364,10,2,3,2,1,1,0,0,40,14,0
19,3,270551,9,1,5,4,1,1,0,0,20,1,0
49,3,31478,4,2,4,2,1,1,0,0,99,1,0
27,3,190525,11,1,10,5,1,1,0,0,45,1,0
36,3,153066,10,2,7,2,1,1,0,0,50,1,1
52,3,150393,13,2,10,2,1,1,0,0,40,1,1
47,3,99911,8,4,2,1,1,2,0,0,55,1,0
57,5,343447,9,3,12,1,1,2,0,0,40,1,0
64,3,169482,10,4,2,5,1,2,0,0,40,1,0
56,3,32855,9,3,4,1,1,1,0,0,40,1,0
53,3,194501,7,7,5,4,1,2,0,0,47,1,0
53,3,177705,13,2,7,2,1,1,0,0,44,1,1
31,3,123983,10,5,6,5,3,1,0,0,40,6,0
41,3,138975,13,2,2,2,1,1,7688,0,45,1,1
45,5,235431,9,5,5,5,2,2,0,0,40,1,0
63,3,83043,13,2,4,2,1,1,0,2179,45,1,0
45,1,130206,9,3,1,6,1,2,0,0,40,1,0
23,3,210053,10,1,5,1,1,2,0,0,28,1,0
39,5,249392,14,2,4,2,1,1,0,0,72,1,0
31,3,87418,11,2,2,2,1,1,0,0,40,1,0
35,2,190387,13,2,9,2,1,1,0,0,45,1,0
54,3,176240,14,2,8,2,1,1,7688,0,60,1,1
22,3,211013,10,1,4,4,1,2,0,0,40,5,0
40,5,105862,13,3,4,5,1,2,5455,0,40,1,0
55,2,185195,13,2,2,2,1,1,0,0,40,1,1
31,3,173495,9,2,7,2,1,1,0,0,40,1,0
58,6,78634,7,2,8,2,1,1,0,0,60,1,0
31,3,147284,16,2,4,2,1,1,0,1977,99,1,1
46,2,82572,9,7,5,6,1,2,0,0,40,1,0
38,3,154641,11,2,7,2,1,1,0,0,40,1,0
22,5,39236,10,1,4,4,1,2,594,0,25,1,0
17,3,64785,6,1,4,4,1,1,0,0,30,1,0
48,2,179337,9,2,7,2,1,1,0,0,60,9,0
73,3,173047,13,2,4,2,1,1,0,0,15,1,0
25,3,264012,13,2,1,2,1,1,0,0,45,1,1
53,4,227836,10,3,9,1,1,1,0,0,40,1,0
46,3,321327,10,2,8,2,1,1,7298,0,45,1,1
45,6,108100,13,2,2,3,3,2,99999,0,25,1,1
37,3,146398,13,1,4,1,2,2,0,0,40,1,0
30,3,324120,9,2,3,2,1,1,0,0,50,1,0
29,3,367329,9,2,10,2,1,1,0,0,40,1,0
29,1,301582,10,2,12,2,1,1,0,0,40,1,0
75,3,222789,13,7,4,1,1,2,0,0,6,1,0
58,3,170108,14,2,2,2,1,1,0,0,40,1,1
42,2,82297,4,2,5,3,2,2,0,0,50,1,0
62,5,180162,5,3,12,1,2,1,0,0,24,1,0
45,5,348172,13,2,9,2,3,1,7298,0,40,1,1
38,3,809585,13,2,6,2,1,1,0,0,40,1,1
36,2,67728,13,2,6,2,1,1,0,0,50,1,1
70,3,163057,9,7,4,1,1,2,2009,0,40,1,0
42,2,102069,4,2,6,2,1,1,0,0,30,1,0
47,5,149700,14,2,4,2,1,1,15024,0,35,1,1
42,2,109273,10,1,7,5,1,1,0,0,40,1,0
43,3,393354,10,2,1,3,2,2,0,0,38,1,1
37,3,226947,11,2,7,2,1,1,0,0,40,1,1
36,1,86805,10,2,2,3,1,2,7298,0,39,1,1
27,3,493689,13,1,11,1,2,2,0,0,40,25,0
54,3,299324,3,4,10,5,1,1,0,0,40,5,0
48,2,353012,9,2,7,2,1,1,0,1902,40,1,1
29,3,174419,9,1,5,5,1,2,0,0,30,1,0
29,3,209472,9,2,10,2,1,1,0,0,38,1,0
37,3,295127,10,3,5,1,1,1,0,0,47,1,0
55,6,182273,10,2,6,2,1,1,0,0,40,1,0
67,3,228200,9,2,14,3,2,2,0,0,20,1,0
51,3,263836,9,7,3,1,1,1,0,0,30,1,0
35,3,178948,14,1,4,5,1,2,0,0,32,1,0
41,3,43945,4,2,7,2,1,1,0,0,40,1,0
64,2,253296,9,7,5,6,1,2,0,0,40,1,0
49,3,24712,13,1,5,1,3,2,0,0,35,13,0
38,2,342635,13,2,4,2,1,1,0,0,70,1,0
62,3,115387,9,1,3,6,2,2,0,0,40,1,0
62,2,182998,4,2,7,2,1,1,0,0,10,1,0
70,3,133248,9,2,4,2,1,1,0,0,14,1,0
45,2,246891,14,3,7,1,1,1,0,0,40,1,0
20,3,30035,12,1,6,4,1,2,0,0,40,1,0
38,3,175232,9,2,10,2,1,1,0,0,48,1,0
50,6,140516,13,2,1,2,1,1,0,0,40,1,0
40,3,64980,10,2,1,2,2,1,0,0,55,1,1
30,3,155781,9,2,7,2,1,1,0,0,70,1,0
52,4,192065,10,5,2,1,1,2,0,0,40,1,0
28,2,227890,13,1,4,1,2,1,0,0,50,1,1
62,2,162249,9,2,8,2,1,1,0,0,30,1,0
31,3,165949,9,3,5,5,1,2,0,0,40,1,0
40,3,445382,9,2,2,2,1,1,0,0,40,1,1
34,3,211948,9,3,6,1,1,2,0,1590,40,1,0
53,3,163678,10,2,6,2,1,1,0,0,40,1,1
42,3,89413,8,1,9,4,1,1,0,0,40,1,0
26,3,289700,10,2,5,2,1,1,0,0,25,1,0
51,3,163826,9,2,8,2,1,1,0,0,40,1,1
49,3,185385,14,2,4,2,1,1,0,0,50,1,1
43,3,169031,9,2,10,2,1,1,0,0,40,1,0
42,3,54611,10,3,9,1,1,1,0,0,40,1,0
31,3,130620,7,4,6,4,3,2,0,0,40,4,0
26,3,328663,9,2,8,2,5,1,0,0,40,1,0
50,3,169646,13,5,4,5,3,2,0,0,40,13,0
35,3,186815,9,2,10,2,1,1,0,0,40,1,0
37,3,103925,10,1,11,6,1,2,0,0,40,1,0
53,3,150393,9,1,4,1,1,1,0,1504,35,1,0
20,3,82777,10,1,6,4,1,1,0,0,16,1,0
31,5,178449,15,2,4,2,1,1,0,0,40,1,1
28,3,51672,9,1,7,1,1,1,0,0,35,1,0
46,3,380162,9,2,11,2,2,1,0,0,40,1,1
21,3,212114,10,1,4,4,1,2,0,0,8,1,0
41,2,100800,14,2,2,2,1,1,7298,0,70,1,1
30,3,162572,13,1,2,1,1,1,0,0,70,1,1
66,6,179951,13,2,2,2,1,1,0,0,70,1,0
37,6,190759,10,2,6,2,1,1,0,0,60,1,1
74,1,236012,4,7,3,1,1,2,0,0,20,1,0
46,1,164023,10,2,12,2,2,1,0,0,70,1,1
51,3,172046,14,2,2,2,1,1,0,1977,50,1,1
33,3,182926,13,2,2,2,1,1,15024,0,50,1,1
30,3,151001,3,2,10,2,1,1,3464,0,40,5,0
47,6,362835,13,2,2,2,1,1,0,0,50,1,1
49,3,97883,13,3,2,5,1,2,0,0,40,1,0
53,3,91911,9,3,7,5,2,2,0,0,48,1,0
24,3,278130,11,1,10,1,1,1,0,0,40,1,0
54,3,146310,9,2,8,2,1,1,0,0,50,1,0
32,3,379412,10,1,7,4,1,1,0,0,40,1,0
45,3,37987,10,2,6,2,1,1,0,0,45,1,0
46,6,256909,9,4,9,1,1,1,3325,0,45,1,0
37,1,482927,10,3,5,1,1,1,0,0,65,1,0
48,1,44434,14,2,4,2,1,1,0,0,61,1,1
25,3,255474,13,1,1,1,1,2,0,0,40,1,0
28,3,303674,9,2,4,3,1,2,3103,0,20,1,0
44,3,195488,8,5,4,1,1,2,0,0,36,7,0
58,3,114362,10,2,4,2,2,1,0,0,30,1,0
27,3,341504,10,1,1,5,1,2,0,0,40,1,0
69,3,197080,9,7,1,5,1,1,0,0,8,1,0
38,3,102945,13,2,6,2,1,1,0,0,52,1,1
47,3,503454,8,1,1,6,2,2,0,0,40,1,0
30,2,87561,10,1,1,1,1,2,0,0,60,1,0
46,3,270693,9,1,3,4,1,1,3674,0,30,1,0
27,3,252813,15,1,4,1,1,2,0,0,45,1,0
19,3,574271,10,1,6,4,1,1,0,0,35,1,0
18,3,184016,9,2,14,1,1,2,3103,0,40,1,0
24,3,235071,7,2,7,2,1,1,0,0,50,1,1
32,3,158242,13,1,4,1,1,2,0,0,40,1,0
38,3,299810,9,2,3,2,2,1,0,0,40,1,0
19,3,277695,1,1,9,1,1,1,0,0,36,37,0
28,3,23324,10,1,3,1,1,1,0,0,40,1,0
39,5,316582,14,1,4,1,1,2,0,0,55,1,0
38,2,176657,10,5,6,1,3,1,0,0,60,28,0
42,3,93770,9,2,10,3,1,2,0,0,40,1,1
31,3,124569,10,2,1,3,1,2,0,0,40,1,1
46,3,117313,5,5,10,1,1,2,0,0,40,38,0
53,3,53812,10,7,2,1,1,2,0,0,54,1,0
21,3,170456,12,1,3,4,1,1,0,0,15,1,0
48,2,115971,9,2,6,2,1,1,0,0,50,1,0
46,3,31432,9,2,1,3,1,2,3103,0,52,1,1
30,3,112383,9,2,8,2,1,1,0,0,45,1,0
24,3,283092,9,1,1,6,2,1,0,0,40,3,0
32,3,27207,6,1,7,1,1,1,0,0,50,1,0
30,3,46712,9,3,5,1,1,2,0,0,40,1,0
57,1,19520,16,3,4,5,1,2,0,0,50,1,0
56,3,98630,4,1,1,1,1,1,0,0,40,1,0
27,3,159897,9,1,2,1,2,2,0,0,37,1,0
38,3,136629,13,2,10,2,1,1,0,0,40,12,0
19,3,407759,9,1,1,4,1,1,0,0,40,1,0
61,2,221884,10,2,1,2,1,1,0,0,50,1,1
49,3,148475,11,3,11,5,1,2,0,0,40,1,0
28,3,274964,9,2,7,2,1,1,0,0,38,1,0
50,6,160107,14,2,4,2,1,1,0,0,55,1,1
43,3,167265,13,2,7,2,1,1,0,0,84,1,1
34,3,148226,9,1,10,5,2,2,0,0,48,1,0
28,3,153869,7,2,7,2,1,1,0,0,40,1,0
31,3,208881,10,2,7,2,1,1,0,0,40,1,0
55,3,256953,9,7,10,5,2,2,0,0,44,1,0
26,3,100147,13,2,2,3,1,2,0,0,45,1,1
51,5,166461,16,2,4,3,2,2,0,0,40,1,1
35,3,171327,9,2,7,2,1,1,0,0,40,1,0
42,3,297335,12,4,2,5,3,2,0,0,31,19,0
63,3,133166,16,2,4,2,1,1,0,0,12,1,0
31,3,169589,14,1,4,1,1,1,0,0,30,1,0
22,5,273734,9,1,9,4,1,1,0,0,20,1,0
67,3,158301,9,3,8,1,1,1,0,0,60,1,0
50,3,257117,5,2,4,2,1,1,0,0,50,1,0
63,3,196725,9,7,5,5,1,2,0,0,24,1,0
31,3,137444,9,2,10,2,1,1,0,0,40,1,1
17,3,286960,7,1,4,4,1,1,0,0,40,1,0
41,5,201435,9,2,8,2,2,1,0,0,40,1,0
53,5,216931,4,2,8,2,1,1,0,0,38,1,0
44,5,212665,10,2,12,2,2,1,0,0,99,1,0
24,3,462820,13,1,9,1,1,1,0,0,40,1,0
35,3,198841,11,3,11,4,1,1,0,0,35,1,0
61,3,219886,10,2,11,3,1,2,0,0,40,1,1
31,3,163003,12,1,4,6,3,2,0,0,40,13,0
44,3,112262,13,2,11,2,1,1,5178,0,40,1,1
56,3,213105,9,2,6,2,1,1,0,0,36,1,1
66,3,302072,12,3,1,5,1,2,0,0,40,1,0
45,3,338105,10,2,7,2,3,1,0,0,40,36,0
69,2,58213,13,2,4,2,1,1,20051,0,45,1,1
64,3,125684,9,2,7,2,1,1,0,0,40,1,0
38,3,215419,9,2,1,3,1,2,0,0,36,1,1
43,5,413760,10,5,7,1,2,1,0,0,40,1,0
37,3,205339,9,3,7,1,1,1,0,0,49,1,0
19,3,236570,9,1,1,4,1,2,0,0,16,1,0
59,2,247552,9,2,2,2,1,1,0,0,40,1,0
50,4,184007,10,2,1,2,1,1,0,0,40,1,0
33,3,341187,13,2,2,2,1,1,0,0,50,1,1
56,3,220187,10,2,11,2,1,1,0,0,45,1,1
28,3,198258,11,2,6,2,1,1,0,0,40,1,0
27,3,175821,9,2,1,3,1,2,0,0,34,1,0
42,3,92288,14,2,6,2,3,1,0,0,40,1,0
34,3,261418,9,2,5,2,1,1,0,0,40,1,0
19,3,203319,7,1,6,4,1,1,0,0,30,1,0
68,2,166083,9,2,2,2,1,1,0,0,40,1,1
28,3,109001,14,2,4,2,1,1,0,0,38,1,1
81,3,106765,10,7,4,5,1,2,0,0,4,1,0
22,2,197387,9,1,9,4,1,1,0,0,40,1,0
58,3,284834,12,3,1,1,1,2,0,0,40,1,0
31,3,87535,10,1,10,1,1,2,0,0,25,1,0
17,5,175587,7,1,12,4,1,1,0,0,30,1,0
25,3,242700,10,1,8,1,1,1,10520,0,50,1,1
23,3,161478,10,1,5,4,3,2,0,0,23,1,0
25,3,51498,8,1,5,6,1,1,0,0,40,1,0
47,3,220124,9,1,7,1,1,1,0,0,40,1,0
39,3,188503,13,2,2,3,1,2,0,0,60,1,1
44,3,113324,9,2,7,2,1,1,0,0,40,1,0
46,3,208872,11,2,4,2,1,1,0,0,40,1,1
38,2,34180,10,2,9,2,1,1,0,0,35,1,0
23,3,292023,9,1,10,4,1,1,0,0,30,1,0
34,3,141118,13,4,4,1,1,2,0,0,35,1,0
33,3,348592,9,1,7,1,1,1,0,0,40,1,1
38,3,185203,9,7,5,5,1,2,0,0,20,1,0
52,2,165278,11,2,2,2,1,1,0,0,40,1,0
50,3,116933,9,3,6,1,1,2,0,0,33,1,0
38,3,237608,13,1,6,1,1,2,0,2444,45,1,1
35,3,84787,13,2,5,2,1,1,0,0,40,1,0
67,2,217892,16,2,4,2,1,1,10605,0,35,1,1
60,3,325971,9,2,10,2,1,1,7688,0,40,1,1
44,3,206878,9,1,6,6,1,2,0,0,15,1,0
38,2,127772,9,3,9,4,1,1,0,0,50,1,0
29,3,208577,9,2,4,2,1,1,0,0,40,1,1
65,3,344152,14,2,4,2,1,1,5556,0,50,1,1
33,3,40681,12,1,1,1,1,2,0,0,40,1,0
29,3,95108,9,1,4,1,1,1,0,0,40,1,0
18,3,280603,7,1,6,4,1,2,0,0,30,1,0
43,3,188436,15,3,2,1,1,1,0,0,40,1,0
42,3,134220,11,3,2,4,4,2,0,0,40,1,0
42,3,177989,9,2,8,2,1,1,0,0,40,1,0
32,3,164190,9,2,3,2,1,1,0,0,30,1,0
36,3,90897,12,1,11,1,1,2,0,0,40,1,0
41,1,33126,13,2,9,2,1,1,0,0,40,1,1
30,3,270886,10,1,5,4,1,2,0,0,40,1,0
21,3,216129,9,1,5,4,1,1,0,0,35,1,0
33,3,189368,10,2,8,2,2,1,0,0,40,1,1
19,3,141418,10,1,4,4,1,1,0,0,15,1,0
19,3,306225,9,1,3,4,1,1,0,0,25,1,0
35,3,330664,9,3,8,1,1,1,0,0,40,1,0
43,3,191765,9,3,11,5,2,2,0,0,35,1,0
45,3,289353,9,2,8,2,2,1,0,0,24,1,0
25,3,53147,13,1,2,4,2,1,0,0,50,1,0
39,2,122353,13,2,2,2,1,1,0,0,40,1,0
26,3,188767,9,1,3,1,1,1,0,0,40,1,0
60,3,239576,14,2,8,2,1,1,0,0,10,1,0
52,5,155141,16,2,4,3,1,2,0,0,40,1,1
22,3,64520,8,1,8,5,1,1,0,0,30,1,0
23,3,478994,10,1,5,4,1,2,0,0,40,1,0
46,3,155654,9,2,5,3,1,2,0,0,40,1,0
34,2,124052,13,2,6,2,1,1,0,0,30,1,0
39,3,245053,13,2,4,2,1,1,0,0,50,1,1
38,3,183585,9,1,4,1,1,2,0,0,40,1,0
56,2,323639,14,2,2,2,1,1,0,0,25,1,0
55,4,186791,9,3,1,1,1,2,0,0,40,1,0
40,3,284303,10,2,2,3,1,2,7688,0,40,1,1
23,3,186666,10,1,10,1,1,1,0,0,40,1,0
39,3,200153,13,3,1,1,1,1,0,0,40,1,0
24,3,180931,13,2,6,2,2,1,0,0,30,1,0
51,2,183173,9,2,6,2,1,1,0,0,40,1,1
47,6,120131,13,2,2,2,1,1,0,0,50,2,1
25,2,263300,9,1,9,1,1,1,0,0,50,1,0
34,3,226443,15,2,4,2,1,1,0,0,55,1,1
18,3,404868,7,1,6,4,2,2,0,1602,20,1,0
19,3,208506,10,1,2,4,1,2,0,0,28,1,0
32,3,46746,10,3,7,5,1,1,0,0,40,1,0
49,3,246183,9,2,6,2,1,1,0,0,40,1,1
40,3,165309,4,5,4,1,1,2,0,0,8,1,0
43,3,122749,9,2,7,2,1,1,0,0,55,1,0
71,6,38822,14,2,2,2,1,1,99999,0,40,1,1
59,3,167963,9,1,1,5,1,1,0,0,40,1,0
32,3,273241,13,2,2,3,1,2,0,0,40,1,1
25,3,120238,13,1,2,1,1,1,0,0,40,1,0
32,3,167990,9,2,2,2,1,1,0,0,40,38,0
17,3,225507,7,1,3,1,2,2,0,0,15,1,0
57,6,125000,15,2,4,2,1,1,0,0,35,1,1
17,2,174120,8,1,3,4,1,1,0,0,15,1,0
27,3,230959,13,1,11,4,3,2,0,0,40,13,0
41,5,132125,9,2,12,2,1,1,0,0,40,1,0
62,3,68461,16,2,4,2,4,1,0,0,40,1,1
19,3,227178,7,1,6,1,1,2,0,0,25,1,0
41,3,165798,3,3,5,5,1,2,0,0,40,7,0
39,3,129573,13,1,2,1,1,1,0,0,50,1,1
30,3,224377,9,1,7,1,1,1,0,0,40,1,0
37,3,179481,13,2,10,2,1,1,0,0,40,1,1
18,3,434268,7,1,1,4,1,2,0,0,15,1,0
40,2,173716,13,2,6,2,1,1,0,0,45,1,1
38,6,244803,10,2,6,2,1,1,0,1485,60,2,1
24,3,114230,9,1,6,6,1,1,0,0,40,1,0
33,3,188661,9,2,7,2,1,1,0,0,50,1,0
48,3,216093,13,2,3,2,1,1,0,0,40,1,0
51,3,124963,13,2,6,2,1,1,0,0,40,1,1
48,3,85341,9,2,7,2,1,1,0,0,40,1,0
43,3,193490,4,2,7,2,1,1,0,0,45,1,0
34,3,80058,15,1,2,4,1,1,0,0,50,1,0
41,3,139907,11,5,7,1,1,1,0,0,30,1,0
51,6,54342,15,3,4,1,1,1,27828,0,60,1,1
25,3,188767,9,1,7,4,1,1,0,0,40,1,0
20,3,117222,9,1,5,4,1,1,0,0,50,1,0
61,6,171831,9,2,2,2,1,1,2829,0,45,1,0
35,3,187119,10,3,2,1,1,2,0,0,70,1,0
42,5,97277,14,3,4,5,1,2,0,0,40,1,0
26,5,219760,9,1,5,6,1,1,0,0,16,1,0
46,3,63299,9,2,5,2,1,1,0,0,50,1,0
39,1,171482,13,1,4,1,1,1,0,0,40,1,1
18,3,344742,6,1,4,4,1,1,0,0,40,1,0
29,3,210869,10,1,6,4,2,1,0,0,80,1,0
39,3,38312,10,4,7,5,1,1,0,0,40,1,1
47,3,119939,9,2,7,2,1,1,0,0,40,1,1
40,3,83953,10,2,8,2,1,1,0,0,50,1,1
43,1,101383,9,2,7,2,1,1,0,0,40,1,1
32,3,204374,9,3,3,1,1,1,0,0,40,1,0
31,3,176831,6,3,6,6,1,2,0,0,40,1,0
19,3,60688,10,1,4,4,1,1,0,0,35,1,0
44,4,251305,12,2,1,2,1,1,0,0,40,1,1
46,5,200947,13,2,12,2,1,1,0,0,40,1,1
53,2,46704,14,2,4,2,1,1,0,0,50,1,1
43,3,119721,13,2,2,2,1,1,0,0,40,1,0
41,1,58930,13,1,4,1,1,2,0,0,40,1,0
35,3,247750,9,7,5,5,2,1,0,0,40,1,0
48,3,67725,13,2,6,2,1,1,0,0,45,1,0
28,1,200775,14,2,2,3,1,2,0,0,40,1,0
44,3,183542,13,7,4,5,1,2,0,0,32,1,0
20,3,25139,10,1,4,4,1,2,0,0,40,1,0
51,5,123325,15,7,4,1,1,2,0,0,40,1,0
28,3,269786,9,1,8,5,1,1,0,0,50,1,0
36,3,51089,13,1,7,1,1,1,0,0,60,1,0
28,3,136985,9,2,5,2,1,1,0,0,35,1,0
21,3,129350,10,1,6,4,1,1,0,0,40,1,0
34,3,35595,13,2,4,2,1,1,0,0,30,1,0
36,5,61299,10,2,7,2,1,1,0,0,40,1,0
25,3,192321,12,1,4,4,1,2,0,0,80,1,0
31,3,257644,9,1,4,1,1,1,0,0,43,1,0
44,2,70884,9,2,9,2,1,1,0,0,60,1,0
49,5,159726,7,3,3,5,1,1,0,0,40,1,0
40,3,174395,9,2,7,2,1,1,0,0,40,1,0
64,4,175534,16,2,4,2,3,1,0,0,40,27,1
54,5,173050,14,2,4,2,1,1,7688,0,40,1,1
27,3,32519,10,2,6,2,3,1,0,0,55,6,0
18,3,322999,10,1,5,4,1,2,0,0,20,1,0
68,3,148874,5,2,7,2,2,1,0,0,44,1,0
64,3,43738,16,7,4,1,1,1,0,0,80,1,1
36,3,195385,9,2,8,2,4,1,0,0,40,1,0
21,3,149809,9,1,9,4,1,1,0,0,24,1,0
22,3,51985,10,1,7,4,1,1,0,0,30,1,0
61,3,105384,13,2,4,2,1,1,0,0,40,1,0
24,3,137591,10,1,6,4,1,1,0,0,10,34,0
49,1,324791,13,2,4,2,1,1,0,0,50,1,1
25,3,184303,10,5,14,6,1,2,0,0,30,24,0
66,3,314347,9,2,4,2,2,1,0,0,40,1,0
29,3,274010,10,1,4,1,1,1,0,0,45,1,0
22,3,321031,9,1,6,4,2,2,0,0,40,1,0
57,4,313929,10,2,4,2,4,1,0,0,40,1,0
41,3,394669,13,1,4,1,1,2,0,1741,40,1,0
29,3,152951,9,2,7,2,1,1,0,0,40,1,1
20,3,247115,10,1,1,5,2,2,0,0,35,1,0
47,3,175958,15,2,6,2,1,1,0,0,45,1,1
22,3,109039,9,1,2,1,1,2,0,0,55,1,0
59,6,141326,11,3,4,1,1,1,0,0,50,1,1
42,1,74334,14,2,1,2,4,1,0,0,40,1,1
64,2,47462,10,1,4,1,1,2,0,0,35,1,0
29,4,182344,9,4,5,5,2,1,0,0,40,1,0
25,1,295912,10,1,7,1,1,1,0,0,20,1,0
62,3,311495,10,3,2,1,1,2,0,0,40,1,0
44,3,236746,14,3,2,1,1,1,10520,0,45,1,1
21,3,187643,9,5,5,1,1,2,0,0,40,1,0
60,3,282923,10,2,4,2,1,1,7298,0,40,1,1
46,3,501671,6,3,10,5,2,1,0,0,40,1,0
44,4,29591,13,3,11,1,1,1,0,2258,40,1,1
21,3,301556,9,1,5,4,1,2,0,0,19,1,0
18,3,187240,7,1,3,4,1,1,0,0,18,1,0
39,3,219483,13,2,4,3,1,2,5013,0,32,1,0
33,3,594187,14,2,4,2,1,1,0,0,45,1,1
63,3,200474,2,3,8,1,1,1,0,0,40,1,0
52,5,152795,9,2,12,2,1,1,0,0,52,1,1
